,0
11997,separate compilation
11998,SEPIA
11999,SEPP
12000,Seque
12001,Sequel
12002,sequence
12003,Sequenced Packet Exchange
12004,sequencer
12005,Sequent
12006,sequential coding
12007,sequential file matching
12008,Sequential Parlog Machine
12009,sequential processing
12010,SERC
12011,SERCOS
12012,serial
12013,Serial Advanced Technology Attachment
12014,Serial ATA
12015,serial communications
12016,Serial Communications Interface
12017,Serial Interface adapter
12018,serial IO chip
12019,serialise
12020,serialize
12021,serial line
12022,Serial Line Internet Protocol
12023,Serial Line IP
12024,Serial Peripheral Interface
12025,serial port
12026,Serial Presence Detect
12027,serial processing
12028,serial processor
12029,Serial Storage Architecture
12030,serve
12031,servelet
12032,server
12033,serverlet
12034,Server Message Block
12035,server-parsed HTML
12036,server room
12037,servers
12038,server-side
12039,server-side include
12040,service
12041,serviceability
12042,Service Access Point
12043,Service Advertising Protocol
12044,Service Discovery Protocol
12045,service-oriented architecture
12046,service provider
12047,Service Set Identifier
12048,servlet
12049,session
12050,Session Initiation Protocol
12051,session layer
12052,SES/workbench
12053,SET
12054,set
12055,set abstraction
12056,set associative cache
12057,set complement
12058,set comprehension
12059,Set Equation Transformation System
12060,Setext
12061,SETL
12062,SETL2
12063,SETL/E
12064,Set Priority Level
12065,SETS
12066,set theory
12067,set-top box
12068,SEUS
12069,seven layer model
12070,Seven-Segment Display
12071,SEX
12072,sexadecimal
12073,sex changer
12074,SEXI
12075,Seymour Cray
12076,SFA
12077,SFBI
12078,SFD-ALGOL
12079,SFFA
12080,SFL
12081,SFLV
12082,sFTP
12083,sg
12084,SGCP
12085,SGI
12086,SGML
12087,sgmls
12088,SGML Tagger
12089,SGRAM
12090,sh
12091,SHA
12092,SHACO
12093,SHADOW
12094,shadowing
12095,shadow ram
12096,shallow binding
12097,shambolic link
12098,Shape_VC
12099,ShapeTools
12100,shar
12101,sharchive
12102,sharding
12103,Share and enjoy!
12104,shared memory
12105,Shared Time Repair of Big Electronic Systems
12106,shareware
12107,shar file
12108,sharp
12109,Sharp APL
12110,S-HDSL
12111,shebang
12112,SHEEP
12113,shelf
12114,shelfware
12115,SHELL
12116,shell
12117,shell out
12118,shell script
12119,shell variable
12120,shielded twisted pair
12121,SHIFT
12122,Shift In
12123,shift left logical
12124,Shift Out
12125,shift right logical
12126,shim
12127,shitogram
12128,Shockwave
12129,shockwave
12130,Shockwave Flash
12131,shopbot
12132,short card
12133,Short Code
12134,shortcut
12135,Shorten
12136,shortest job first
12137,Short Message Service
12138,shotgun debugging
12139,shoulder surfing
12140,shovelware
12141,Show-And-Tell
12142,showstopper
12143,shriek
12144,shrug report
12145,sht
12146,SHTF
12147,shtml
12148,Shub-Internet
12149,SHUG
12150,"Shugart, Alan F."
12151,Shugart Associates
12152,Shugart Technology
12153,SI
12154,si
12155,SIA
12156,SIBO
12157,SICL
12158,SICS
12159,SICStus Prolog
12160,sidecar
12161,side-effect
12162,Siemens
12163,"Siemens Nixdorf Informationssteme, AG"
12164,Sierra
12165,SIFT
12166,SIG
12167,Sig
12168,sig
12169,sig block
12170,SIGBUS
12171,SIGhyper
12172,SIGLA
12173,SIGMA
12174,SIGNAL
12175,signal
12176,signalling rate
12177,Signalling System 7
12178,signal-to-noise ratio
12179,signature
12180,sig quote
12181,sig virus
12182,SIL
12183,Silage
12184,silicon
12185,silicon chip
12186,"Silicon Graphics, Inc."
12187,Siliwood
12188,silly walk
12189,silo
12190,Silver Book
12191,silver bullet
12192,SIM
12193,SIMAN
12194,SimCity
12195,SimCity 2000
12196,SIMD
12197,Similix
12198,SIML/I
12199,SIMM
12200,Simone
12201,"Simonyi, Charles"
12202,SIMPAC
12203,SIMPAS
12204,SIMPL
12205,SIMPLE
12206,Simple Actor Language
12207,Simple Authentication and Security Layer
12208,Simple Gateway Control Protocol
12209,Simple Mail Transfer Protocol
12210,simple multicast protocol
12211,Simple Network Management Protocol
12212,Simple Network Management Protocol version 2
12213,Simple Network Paging Protocol
12214,Simple Object Access Protocol
12215,simplex
12216,simplex method
12217,simplex printer
12218,SIMPL/I
12219,Simplified Multicast Routing Protocol
12220,SIMPL-T
12221,SIMSCRIPT
12222,SIMSCRIPT I.5
12223,SIMSCRIPT II.5
12224,simship
12225,SIMULA
12226,SIMULA 67
12227,SIMULA I
12228,simulate
12229,simulated annealing
12230,Simulating Digital Systems
12231,simulation
12232,SIMulation ANalysis
12233,Simulation Language for Alternative Modeling
12234,Simulation Oriented Language
12235,Simultaneous Engineering Environment
12236,Simultaneous Peripheral Operation On-Line
12237,simultaneous shipment
12238,"Simware, Inc."
12239,SINA
12240,since time T equals minus infinity
12241,"Sinclair, Clive"
12242,Sinclair PC200
12243,Sinclair Radionics
12244,Sinclair Research
12245,sine wave
12246,single assignment
12247,single assignment language
12248,single-attached
12249,Single Connection Attach
12250,Single Connector Attachment
12251,Single Data Rate Random Access Memory
12252,Single Data Rate Synchronous Dynamic Random Access Memory
12253,Single Document Interface
12254,single-duplex
12255,Single Edge Contact
12256,Single Edge Contact Cartridge
12257,Single Edge Processor Package
12258,single-electron transistor
12259,Single Electron Tunneling
12260,Single Electron Tunneling Technology
12261,single ended
12262,Single Image Random Dot Stereogram
12263,single inheritance
12264,Single In-line Memory Module
12265,Single Inline Pin Package
12266,Single Instruction Multiple Data
12267,Single Instruction/Multiple Data
12268,Single-line Digital Subscriber Line
12269,single-page web application
12270,Single-pair High Speed Digital Subscriber Line
12271,single program/multiple data
12272,single quote
12273,single sign-on
12274,single sourcing
12275,single static assignment
12276,singleton variable
12277,Single Virtual Storage
12278,siod
12279,SIP
12280,SIPB
12281,SIPLAN
12282,SIPP
12283,SI prefix
12284,Siprol
12285,SIR
12286,SIRDS
12287,Siri
12288,SIRTS
12289,SISAL
12290,sit
12291,SITBOL
12292,site map
12293,sitename
12294,SIxteen Bit Organisers
12295,sj
12296,sk
12297,Skel-ML
12298,Sketchpad
12299,S/Key
12300,Skill
12301,Skim
12302,SkipJack
12303,SKOL
12304,skolemisation
12305,S-K reduction machine
12306,skrog
12307,SKsh
12308,SKU
12309,skulker
12310,SL
12311,sl
12312,SL5
12313,slack
12314,slackware
12315,SLAM
12316,SLANG
12317,S-Lang
12318,slap on the side
12319,slash
12320,slashdot effect
12321,slave tty
12322,SLD resolution
12323,sleep
12324,SLIB
12325,Slide
12326,sliding-window
12327,SLIM
12328,slim
12329,Slingshot
12330,SLIP
12331,SlipKnot
12332,SLIPS
12333,SLiRP
12334,SLLIC
12335,slog
12336,Sloop
12337,slop
12338,slopsucker
12339,slosh
12340,Slot 1
12341,Slot 2
12342,Slot A
12343,slurp
12344,sm
12345,smail
12346,SMALGOL
12347,SMALL
12348,Small Business Edition
12349,Small-C
12350,Small Computer System Interface
12351,small-office/home-office
12352,Small Outline DIMM
12353,Smalltalk
12354,Smalltalk-80
12355,Smalltalk/V
12356,SmallVDM
12357,SMALLWORLD
12358,SmallWorld
12359,Smarandache logic
12360,SMART
12361,smart
12362,Smart Battery Data
12363,smart card
12364,Smartdrive
12365,SMARTdrv
12366,smart terminal
12367,smash case
12368,smash sum
12369,smash the stack
12370,SMB
12371,smbclient
12372,smblib
12373,SMBus
12374,SMCC
12375,SMDS
12376,SMG
12377,SMI
12378,SMIL
12379,smiley
12380,smilies
12381,S-MIME
12382,SML
12383,SML#
12384,sml2c
12385,SML/NJ
12386,SMM
12387,SMNP
12388,smoke
12389,smoke and mirrors
12390,smoke-emitting diode
12391,smoke test
12392,smoking clover
12393,SMoLCS
12394,SMOP
12395,SMP
12396,SMPS
12397,SMPT
12398,SMRP
12399,SMS
12400,SMT
12401,SMTP
12402,smug report
12403,smurf
12404,sn
12405,SNA
12406,snacc
12407,snaf
12408,SNAFU principle
12409,snag
12410,snail mail
12411,SNAP
12412,snap
12413,snap dump
12414,Snappy
12415,Snappy Video Snapshot
12416,snarf
12417,snarf & barf
12418,snarf down
12419,snark
12420,sneakernet
12421,sneck
12422,snert
12423,SNI
12424,Sniff
12425,sniff
12426,sniffer
12427,snivitz
12428,SNMP
12429,SNMP agent
12430,SNMPv2
12431,SNOBOL
12432,SNOBOL2
12433,SNOBOL3
12434,SNOBOL4
12435,SNOOPS
12436,SNPP
12437,SNR
12438,S/N ratio
12439,SNR bandwidth product
12440,SO
12441,so
12442,SO 2
12443,SOA
12444,SOAP
12445,SOAR
12446,social engineering
12447,social network
12448,social networking
12449,social science number
12450,socket
12451,Socket 1
12452,Socket 2
12453,Socket 3
12454,Socket 370
12455,Socket 4
12456,Socket 5
12457,Socket 6
12458,Socket 7
12459,Socket 8
12460,SOCKS
12461,SOCRATIC
12462,SODA
12463,SODAS
12464,SO-DIMM
12465,Sod's Law
12466,SOE
12467,SoftBench
12468,soft boot
12469,softcopy
12470,Softlab
12471,soft link
12472,SoftModem
12473,SoftVelocity Inc.
12474,software
12475,Software AG
12476,software audit
12477,Software BackPlane
12478,software bloat
12479,Software bus
12480,software copyright
12481,Software Description Database
12482,Software Developers Kit
12483,software development life cycle
12484,software enabling
12485,software engineering
12486,Software Engineering Environment
12487,software handshaking
12488,software interrupt
12489,"Software in the Public Interest, Inc."
12490,software laser
12491,software law
12492,software life-cycle
12493,Software Method
12494,Software Methodology
12495,software metric
12496,software patent
12497,software piracy
12498,software pirate
12499,Software Practice and Experience
12500,Software Productivity Centre
12501,Software Publishing Certificate
12502,Software Publishing Corporation
12503,software reliability
12504,software rot
12505,software theft
12506,Software through Pictures
12507,software tool
12508,Software Verification Research Centre
12509,Software Writer's Language
12510,softwarily
12511,softy
12512,SOH
12513,SOHIO
12514,SoHo
12515,SOIF
12516,SOJ
12517,SOL
12518,Solaris
12519,SOLID
12520,solid state
12521,Solid State Disk
12522,solid-state storage device
12523,SOLO
12524,solution
12525,Solution Based Modelling
12526,Solve
12527,SOM
12528,Somar DumpAcl
12529,Somar Software
12530,some random X
12531,Sonata
12532,SONET
12533,Sony Playstation
12534,SORCERER
12535,sorcerer's apprentice mode
12536,sort
12537,sorting
12538,SOS
12539,sound
12540,Sound Blaster
12541,sound card
12542,soundex
12543,soundness
12544,source
12545,source code
12546,source code control
12547,source code escrow
12548,source code management
12549,source language
12550,source-level debugger
12551,source of all good bits
12552,source package
12553,source route
12554,source routing
12555,southbridge
12556,SP
12557,SP2
12558,SP/2
12559,space
12560,space bar
12561,space-cadet keyboard
12562,space complexity
12563,space key
12564,space leak
12565,SPACEWAR
12566,SPADE
12567,spaghetti code
12568,spaghetti inheritance
12569,spaghetti with meatballs code
12570,spam
12571,spamdex
12572,spamming
12573,spanning tree algorithm
12574,SPAR
12575,SPARC
12576,"SPARC International, Inc."
12577,SPARCStation
12578,SPARCstation 10
12579,SPARCstation 20
12580,SPARCsystem 4
12581,SPARC Xterminal 1
12582,SPARK
12583,SPARK Annotation Language
12584,SPARKS
12585,sparse
12586,Spatial Technologies
12587,spawn
12588,SPC
12589,SPD
12590,SPDL
12591,SPE
12592,Speakeasy
12593,speaker
12594,SPEC
12595,Spec
12596,spec
12597,SPECbase_fp92
12598,SPECbase_int92
12599,SPECbaserate
12600,SPEC CFP92
12601,SPEC CINT92
12602,SPECfp92
12603,SPECIAL
12604,special-case
12605,Special Interest Group
12606,specialisation
12607,specification
12608,specific markup
12609,SPECint92
12610,SPECmark
12611,SPECmark89
12612,SPECOL
12613,SPEC rate
12614,SPECrate_base_fp92
12615,SPECrate_fp92
12616,SPECrate_int92
12617,SPEC ratio
12618,Spectral Band Replication
12619,Spectrum
12620,speculative evaluation
12621,speculative execution
12622,Speech Application Programming Interface
12623,speech recognition
12624,Speech Recognition Application Program Interface
12625,speech synthesis
12626,SPEED
12627,Speedcoding
12628,Speedcoding 3
12629,SPEEDEX
12630,speedometer
12631,spell
12632,spelling flame
12633,Sperry Corporation
12634,Sperry Univac
12635,SPG
12636,SPGA
12637,SPI
12638,Spice Lisp
12639,SPID
12640,spider
12641,Spiderweb
12642,spiffy
12643,spike
12644,spill
12645,spim
12646,spin
12647,spin control
12648,spinner
12649,spiral model
12650,SPIT
12651,SPITBOL
12652,spiware
12653,SP/k
12654,SPL
12655,SPL/1
12656,SPLash!
12657,splash screen
12658,splat
12659,SPL/I
12660,SPLINTER
12661,split
12662,Split-C
12663,splot
12664,SPLX
12665,SPM
12666,SPMD
12667,SPML
12668,spod
12669,spoiler
12670,sponge
12671,spoo
12672,spoof
12673,spoofing
12674,spooge
12675,SPOOL
12676,Spool
12677,spool
12678,spooler
12679,spool file
12680,SpoolView
12681,spray
12682,spreadsheet
12683,spread spectrum communications
12684,SPRING
12685,SPRINT
12686,Sprintnet
12687,Sprite
12688,sprite
12689,sprocket feed
12690,SPS
12691,SPSS
12692,"SPSS, Inc."
12693,SPUR
12694,SPX
12695,spx
12696,spyware
12697,SQE
12698,SQL
12699,SQL2
12700,SQL3
12701,SQL Access Group
12702,SQL/DS
12703,SQL Module Language
12704,SQL Server
12705,SQL server
12706,SQLWindows
12707,SQR
12708,SQRIBE
12709,Square
12710,square-headed boyfriend
12711,square-headed girlfriend
12712,square tape
12713,Squeak
12714,Squiggol
12715,squirt the bird
12716,SR
12717,sr
12718,SRAM
12719,SRAPI
12720,S. R. Bourne
12721,SRC Modula-3
12722,SRDL
12723,SR flip-flop
12724,SRI
12725,SRI International
12726,SRL
12727,SRP
12728,SS7
12729,SSA
12730,SSADM
12731,SSBA
12732,SSD
12733,SSE
12734,SSE-2
12735,ssh
12736,SSH File Transfer Protocol
12737,SSI
12738,SSID
12739,SSII
12740,SSL
12741,S/SL
12742,SSLeay
12743,SSMA
12744,SSO
12745,SSR
12746,st
12747,ST-506
12748,STAB
12749,STAB-11
12750,stable
12751,stable sort
12752,STAC
12753,stac compression
12754,stack
12755,Stack Environment Control Dump machine
12756,stack frame
12757,stacking order
12758,stack loader
12759,stack overflow
12760,stack pointer
12761,stack puke
12762,stack traceback
12763,STAGE2
12764,Staggered Pin Grid Array
12765,staircase
12766,staircasing
12767,stale pointer bug
12768,"Stallman, Richard M."
12769,stand-alone
12770,standard
12771,Standard Commands for Programmable Instruments
12772,Standard d'Echange et de Transfert
12773,standard deviation
12774,standard for robot exclusion
12775,Standard for the exchange of product model data
12776,Standard Generalised Markup Language
12777,Standard Generalized Markup Language
12778,standard input/output
12779,Standard Instrument Control Library
12780,standard interpretation
12781,standard I/O
12782,Standard Lisp
12783,Standard ML
12784,Standard ML of New Jersey
12785,Standard Operating Environment
12786,standard semantics
12787,Standard Widget Toolkit
12788,St Andrews Static Language
12789,Stanford Artificial Intelligence Laboratory
12790,Stanford Artificial Intelligence Language
12791,Stanford Research Institute
12792,Stanford University
12793,STAPLE
12794,Staple
12795,STAR 0
12796,StarBurst
12797,StarDict
12798,StarDict console version
12799,StarLISP
12800,StarMOD
12801,star network
12802,Starset
12803,STARSYS
12804,start bit
12805,start of authority
12806,Start Of Header
12807,Start Of Text
12808,start tag
12809,stat
12810,state
12811,state diagram
12812,stateless
12813,state machine
12814,statement
12815,state transition diagram
12816,State University of New York
12817,static
12818,statically typed
12819,static analysis
12820,static database management system
12821,static DBMS
12822,static link
12823,static method
12824,static nested scope
12825,static nested scoping
12826,static RAM
12827,static random-access memory
12828,static scope
12829,static typing
12830,static variable
12831,Station Management
12832,Statistical Analysis System
12833,Statistical Package for the Social Sciences
12834,statistical time division multiplexing
12835,statistics
12836,StatMUX
12837,status
12838,STB
12839,STD
12840,STD 1
12841,STD 13
12842,STD 15
12843,STD 2
12844,STD 9
12845,stderr
12846,stdin
12847,stdio
12848,stdio.h
12849,STDM
12850,stdout
12851,STDWIN
12852,steam-powered
12853,Steelman
12854,steganography
12855,stemmer
12856,stemming
12857,STENSOR
12858,STEP
12859,Stephen Cole Kleene
12860,Stephen Jobs
12861,Stephen Kleene
12862,stepper motor
12863,Stepstone Corp
12864,stepwise refinement
12865,stereogram
12866,"Sterling Software, Inc."
12867,Steve Jobs
12868,Steve's Shell
12869,Steve Wozniak
12870,STFT
12871,STFU
12872,STFW
12873,Sticks&Stones
12874,sticky analysis
12875,sticky bit
12876,sticky content
12877,stiffy
12878,STIL
12879,STING
12880,STk
12881,STMP
12882,stochastic
12883,stock-keeping unit
12884,STOIC
12885,stomp on
12886,STONE
12887,Stone Age
12888,stone knives and bearskins
12889,Stoneman
12890,stop bit
12891,stoppage
12892,storage
12893,Storage Allocation and Coding Program
12894,Storage Area Network
12895,Storage Management Services
12896,storage media
12897,store
12898,store and forward
12899,stored procedure
12900,storm
12901,Story of Mel
12902,STP
12903,StP
12904,STP4
12905,"Strachey, Christopher"
12906,Strand
12907,Strand88
12908,Stratus
12909,Strawman
12910,STREAM
12911,stream
12912,streaming
12913,Streaming SIMD Extensions
12914,stream-oriented
12915,STREAMS
12916,strength reduction
12917,STRESS
12918,stress testing
12919,strict
12920,strict evaluation
12921,strided
12922,string
12923,String EXpression Interpreter
12924,stringly typed
12925,STring Oriented Interactive Compiler
12926,String Oriented Symbolic Language
12927,String PRocessING language
12928,string reduction
12929,stripe
12930,stripe set
12931,striping
12932,STROBES
12933,stroke
12934,StrongARM
12935,strongly connected component
12936,strongly typed
12937,strong typing
12938,"Stroustrup, Bjarne"
12939,struct
12940,structural recursion
12941,structured analysis
12942,Structured Analysis and Design Technique
12943,structured design
12944,structure diagram
12945,structured language
12946,structured programming
12947,Structured Query Language
12948,Structure of Management Information
12949,strudel
12950,STRUDL
12951,STSC APL
12952,stty
12953,stub
12954,stub network
12955,stubroutine
12956,STUDENT
12957,Student PL/I
12958,studly
12959,studlycaps
12960,Stuffit
12961,Stupids
12962,stupid-sort
12963,Sturgeon's Law
12964,STX
12965,style
12966,su
12967,SUB
12968,subband encoding
12969,subclass
12970,subject
12971,subject index
12972,subject-oriented programming
12973,sublanguage
12974,subnet
12975,subnet address
12976,subnet mask
12977,subnet number
12978,subroutine
12979,subscribe
12980,Subscriber Identity Module
12981,subscribing
12982,Subset-Equational Language
12983,Substitute
12984,substrate
12985,subtype
12986,subtyping
12987,SuccessoR
12988,successor
12989,sucking mud
12990,Sue
12991,sufficiently small
12992,SUGAR
12993,suicideware
12994,SUIF
12995,suit
12996,suitably small
12997,Suite Synthetique des Benchmarks de l'AFUU
12998,sum
12999,Summary Object Interchange Format
13000,SUMMER
13001,SUMMER SESSION
13002,sum of products
13003,sum of products type
13004,Sun
13005,Sun-2 Workstation
13006,Sun-3 Workstation
13007,Sun-4 Workstation
13008,sun lounge
13009,"Sun Microsystems, Inc."
13010,SunOS
13011,sunspots
13012,sun-stools
13013,SunView
13014,SUNY
13015,SUPER
13016,Super 7
13017,Superbrain
13018,SuperBrain II
13019,superclass
13020,supercombinators
13021,supercompilation
13022,supercomputer
13023,SuperDrive
13024,superhighway
13025,SuperJanet
13026,SUPERMAC
13027,super minicomputer
13028,SuperPaint
13029,Super Pascal
13030,superpipelined
13031,superprogrammer
13032,superscalar
13033,super source quench
13034,SuperTalk
13035,superuser
13036,Super VGA
13037,Super Video Graphics Adapter
13038,Super Video Graphics Adaptor
13039,Super Video Graphics Array
13040,supervisor mode
13041,Supervisory Control and Data Acquisition
13042,SuperZap
13043,Supplementary Ideographic Plane
13044,support
13045,supremum
13046,Sure
13047,surfing
13048,SURGE
13049,surjection
13050,surjective
13051,surrogate key
13052,suspension
13053,Suzie COBOL
13054,sv
13055,SVC
13056,SVG
13057,SVGA
13058,SVGA monitor
13059,SVID
13060,S-Video
13061,SVR4
13062,SVRC
13063,SVS
13064,swab
13065,SWAG
13066,swap
13067,swap file
13068,swapped in
13069,swapped out
13070,swapping
13071,swap space
13072,Sweden
13073,SweetLambda
13074,swf
13075,Swing
13076,SWI-Prolog
13077,Swiss Army Code
13078,switch
13079,Switched Multimegabit Data Service
13080,switched virtual circuit
13081,switched virtual connection
13082,switching
13083,switching hub
13084,switch statement
13085,swizzle
13086,SWL
13087,SWT
13088,swung dash
13089,sy
13090,"Sybase, Inc."
13091,Sybase SQL Server
13092,SYDEL
13093,SYGMA
13094,SYLK
13095,syllogism
13096,Sylvan
13097,Symantec
13098,SYMBAL
13099,SymbMath
13100,SYMBOLANG
13101,Symbolic Assembler Program
13102,SYMBOLIC ASSEMBLY
13103,Symbolic Automatic INTegrator
13104,symbolic inference
13105,Symbolic Link
13106,symbolic link
13107,symbolic logic
13108,Symbolic Mathematical Laboratory
13109,symbolic mathematics
13110,Symbolic Optimal Assembly Program
13111,Symbolic Optimum DEUCE Assembly Program
13112,"Symbolics, Inc."
13113,Symbol Manipulation Program
13114,symlink
13115,symmetric
13116,symmetric key cryptography
13117,Symmetric LISP
13118,symmetric multiprocessing
13119,symmetric multiprocessor
13120,Symphony
13121,SYMPL
13122,SYN
13123,sync
13124,Synchronized Multimedia Integration Language
13125,synchronous
13126,Synchronous Data Link Control
13127,Synchronous Digital Hierarchy
13128,Synchronous DRAM
13129,Synchronous Dynamic Random Access Memory
13130,Synchronous Graphics RAM
13131,Synchronous Graphics Random Access Memory
13132,Synchronous idle
13133,synchronous key encryption
13134,Synchronous Optical NETwork
13135,syncronous
13136,synflood
13137,synonym ring
13138,syntactic salt
13139,syntactic sugar
13140,syntax
13141,Syntax-Case
13142,syntax directed translation
13143,Syntax/Semantic Language
13144,syntax tree
13145,synthesis
13146,Synthesizer Specification Language
13147,sypware
13148,"SyQuest Technology, Inc."
13149,sysadmin
13150,sysape
13151,Sysdeco Mimer AB
13152,sys-frog
13153,SYSKEY
13154,SYSLISP
13155,sysop
13156,Sysplex
13157,sysprog
13158,system
13159,System/360
13160,System/370
13161,System 5
13162,System 7.5
13163,System Account Manager
13164,system administration
13165,system administrator
13166,system analysis
13167,system analyst
13168,system board
13169,system call
13170,system catalog
13171,System Control Language
13172,Systeme International
13173,System F
13174,System International
13175,system management
13176,System Management Bus
13177,System Management Mode
13178,System Management Server
13179,system manager
13180,system mangler
13181,system operator
13182,System Product Interpreter
13183,system programming language
13184,System R
13185,Systems Administrators Guild
13186,systems analysis
13187,Systems Analysis Definition
13188,systems analyst
13189,Systems Application Architecture
13190,Systems Development Life Cycle
13191,systems jock
13192,Systems Network Architecture
13193,system software
13194,systems operator
13195,systems programmer
13196,systems programming
13197,system testing
13198,system unit
13199,System V
13200,System V Interface Definition
13201,Syst̬me International
13202,Syst̬me International d'Unit̩s
13203,systolic array
13204,SysVile
13205,sz
13206,T
13207,T1
13208,T1 line
13209,T1 rate
13210,T3
13211,T3 line
13212,TA
13213,TAA
13214,TAB
13215,table
13216,table locking
13217,tablespace
13218,TABLET
13219,TABLOG
13220,tab-separated values
13221,TABSOL
13222,Tabulating Machine Company
13223,TAC
13224,TACL
13225,TACPOL
13226,Tactile User Interface
13227,tag
13228,Tagged Image File Format
13229,tagged queueing
13230,tagged types
13231,tag name
13232,tail call optimisation
13233,tail call optimization
13234,tail circuit
13235,tail recursion
13236,tail recursion modulo cons
13237,tail recursion optimisation
13238,tail-strict
13239,TAL
13240,TALE
13241,Taligent
13242,talk
13243,talk bomb
13244,talker system
13245,talk mode
13246,TALL
13247,tall card
13248,Tandem Application Language
13249,Tandem Computers
13250,Tandy
13251,"Tanenbaum, Andrew"
13252,Tangible User Interface
13253,tanked
13254,TANSTAAFL
13255,TAO
13256,TAOS
13257,TAP
13258,tap
13259,tape
13260,tape archive
13261,tape drive
13262,tape head
13263,Tape Operating System
13264,TAPI
13265,tar
13266,tar and feather
13267,tarball
13268,targa
13269,Targa Graphics Adapter
13270,target
13271,Target-Machine Description Language
13272,TARTAN
13273,taskbar
13274,Task Control Block
13275,task scheduling
13276,TASM
13277,TASS
13278,taste
13279,tatar
13280,tau
13281,tautological probability
13282,tautological set
13283,tautology
13284,TAWK
13285,Taxis
13286,tayste
13287,taz
13288,TB
13289,TBF
13290,TBIL
13291,TBK
13292,Tbl
13293,tc
13294,T-carrier system
13295,TCB
13296,TCGS
13297,TC/IX
13298,Tcl
13299,Tcl Consortium
13300,tcl-debug
13301,Tcl-DP
13302,tclhttpd
13303,TclX
13304,TCM
13305,TCO
13306,Tcode
13307,TCOL
13308,TCOL.Ada
13309,TCP
13310,TCPIP
13311,TCP/IP
13312,tcsh
13313,Tcsim
13314,TCVN 5773
13315,TCVN 6056
13316,td
13317,TDD
13318,TDEL
13319,TDF
13320,TDFL
13321,TDI
13322,TDM
13323,TDMA
13324,TDR
13325,Teamwork
13326,Technical/Office Protocol
13327,Technion
13328,technology
13329,Technology Enabled Relationship Manager
13330,Technology of Object-Oriented Languages and Systems
13331,TechRef
13332,TECO
13333,tee
13334,TEI
13335,telco
13336,TELCOMP
13337,Telecommunication Display Device
13338,Telecommunications Device for the Deaf
13339,Telecommunications Industry Association
13340,telecommuting
13341,teledildonics
13342,telegraphy
13343,telematics
13344,TelEnet
13345,TELEPAC
13346,Telephone Application Program Interface
13347,telephony
13348,Telephony Application Programming Interface
13349,Telephony User Interface
13350,Telerat
13351,Telescope User Interface
13352,Telescript
13353,Teletype
13354,teletype
13355,Teletype Corporation
13356,teletypewriter
13357,TeleUSE
13358,television
13359,Television Interface Adapter
13360,TELNET
13361,Telocator Alphanumeric Protocol
13362,Telon
13363,TELOS
13364,TELSIM
13365,template
13366,template code
13367,template wizard
13368,TEMPLOG
13369,TEMPO
13370,Tempo
13371,temporal database
13372,temporal logic
13373,Tempura
13374,Ten15
13375,tendinitis
13376,TenDRA
13377,ten-finger interface
13378,tennis elbow
13379,tense
13380,tensor product
13381,tenured graduate student
13382,tera-
13383,terabyte
13384,teraflop
13385,teraflop club
13386,TERM
13387,TERMAC
13388,termcap
13389,terminak
13390,terminal
13391,Terminal Access Controller
13392,Terminal Adapter
13393,Terminal Adaptor
13394,terminal brain death
13395,terminal emulation
13396,terminal emulator
13397,terminal illness
13398,terminal junkie
13399,terminal node
13400,Terminal Oriented Real Time Operating System
13401,Terminal Oriented Social Science
13402,Terminal Productivity eXecutive
13403,terminal server
13404,Terminal User Interface
13405,Terminate and Stay Resident
13406,termination analysis
13407,terminator
13408,term rewriting system
13409,Terms Of Service
13410,ternary
13411,terpri
13412,terrabyte
13413,Terse
13414,test
13415,test coverage
13416,test-driven development
13417,testing
13418,TET
13419,TeX
13420,TeX-78
13421,TeX-82
13422,Texas Instruments
13423,Texinfo
13424,TeX point
13425,text
13426,text-based
13427,text editor
13428,Text Encoding Initiative
13429,text file
13430,Text Processing Utility
13431,Text Reckoning And Compiling
13432,text segment
13433,Text To Speech
13434,Textual User Interface
13435,texture
13436,tf
13437,TFDL
13438,TFT
13439,TFTP
13440,tg
13441,TGA
13442,T-gen
13443,TGS-II
13444,TGS Systems
13445,tgz
13446,th
13447,thanks in advance
13448,"That's not a bug, that's a feature!"
13449,T.H.E
13450,The Cuckoo's Egg
13451,The Dojo Toolkit
13452,The Force
13453,The Internet Account
13454,"The MathWorks, Inc."
13455,The Metadata Company
13456,The Microsoft Network
13457,The Mythical Man-Month
13458,The Network
13459,THEO
13460,theology
13461,The Open Group
13462,theory
13463,theory change
13464,The Real-Time Operating System Nucleus
13465,There's More Than One Way To Do It
13466,Theseus
13467,The story of Mel
13468,"The story of Mel, a Real Programmer"
13469,The World Of Cryton
13470,the X that can be Y is not the true X
13471,thicket
13472,thick Ethernet cable
13473,thick film dielectric electroluminescence
13474,thicknet
13475,thin client
13476,thin Ethernet cable
13477,ThingLab
13478,Think C
13479,Thinking Machines Corporation
13480,thinko
13481,thinnet
13482,third generation computer
13483,third generation language
13484,third normal form
13485,This can't happen
13486,this dictionary
13487,"This time, for sure!"
13488,thn
13489,Thomas
13490,thrash
13491,thrashing
13492,thread
13493,threaded
13494,threaded code
13495,threading
13496,Thread Language Zero
13497,thread-safe
13498,three-finger salute
13499,three-letter acronym
13500,three-tier
13501,throughput
13502,thud
13503,Thumb
13504,thumb
13505,thumbnail
13506,Thunderbird
13507,thunk
13508,TIA
13509,tick
13510,TickIT
13511,Tickle
